budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
19000000.0,Don Simpson/Jerry Bruckheimer Films,United States,Michael Bay,Action,141407024.0,Bad Boys,R,1995-04-07,119.0,6.9,Will Smith,247000.0,George Gallo,1995
10000000.0,Universal Pictures,United States,Tamra Davis,Comedy,26488734.0,Billy Madison,PG-13,1995-02-10,89.0,6.4,Adam Sandler,135000.0,Tim Herlihy,1995
20000000.0,Twentieth Century Fox,United States,Bryan Spicer,Action,66433194.0,Mighty Morphin Power Rangers: The Movie,PG,1995-06-30,95.0,5.2,Karan Ashley,26000.0,John Kamps,1995
60000000.0,Eon Productions,United Kingdom,Martin Campbell,Action,352194034.0,GoldenEye,PG-13,1995-11-17,130.0,7.2,Pierce Brosnan,243000.0,Ian Fleming,1995
35000000.0,Metro-Goldwyn-Mayer (MGM),United States,Roger Donaldson,Action,113374103.0,Species,R,1995-07-07,108.0,5.8,Natasha Henstridge,76000.0,Dennis Feldman,1995
50000000.0,Warner Bros.,United States,Wolfgang Petersen,Action,189859560.0,Outbreak,R,1995-03-10,127.0,6.6,Dustin Hoffman,123000.0,Laurence Dworet,1995
4000000.0,Miramax,United States,Directors,Comedy,4257354.0,Four Rooms,R,1995-12-25,98.0,6.8,Tim Roth,100000.0,Allison Anders,1995
32000000.0,TriStar Pictures,United States,Sam Raimi,Action,18636537.0,The Quick and the Dead,R,1995-02-10,107.0,6.4,Sharon Stone,88000.0,Simon Moore,1995
20000000.0,United Artists,United States,Iain Softley,Comedy,7563728.0,Hackers,PG-13,1995-06-15,105.0,6.2,Jonny Lee Miller,66000.0,Rafael Moreu,1995
50000000.0,Universal Pictures,United States,Brad Silberling,Comedy,287928194.0,Casper,PG,1995-05-26,100.0,6.1,Bill Pullman,125000.0,Joseph Oriolo,1995
25000000.0,Image Comics,United States,Rachel Talalay,Action,4064495.0,Tank Girl,R,1995-03-31,104.0,5.4,Lori Petty,31000.0,Alan Martin,1995
55000000.0,Walt Disney Pictures,United States,Mike Gabriel,Animation,346079773.0,Pocahontas,G,1995-06-23,81.0,6.7,Mel Gibson,175000.0,Carl Binder,1995
18000000.0,Walt Disney Pictures,United States,Kevin Lima,Animation,35348597.0,A Goofy Movie,G,1995-04-07,78.0,6.9,Bill Farmer,48000.0,Jymn Magon,1995
23000000.0,Hollywood Pictures,United States,John N. Smith,Biography,179519401.0,Dangerous Minds,R,1995-08-11,99.0,6.5,Michelle Pfeiffer,50000.0,LouAnne Johnson,1995
53000000.0,Hollywood Pictures,United States,Tony Scott,Action,157387195.0,Crimson Tide,R,1995-05-12,116.0,7.3,Gene Hackman,105000.0,Michael Schiffer,1995
20000000.0,Columbia Pictures,United States,Gus Van Sant,Comedy,21284514.0,To Die For,R,1995-10-06,106.0,6.8,Nicole Kidman,45000.0,Joyce Maynard,1995
58000000.0,Constellation Entertainment,Germany,Sydney Pollack,Comedy,53672080.0,Sabrina,PG,1995-12-15,127.0,6.3,Harrison Ford,38000.0,Samuel A. Taylor,1995
17000000.0,Hollywood Pictures,United States,Jon Turteltaub,Comedy,182057016.0,While You Were Sleeping,PG,1995-04-21,103.0,6.7,Sandra Bullock,95000.0,Daniel G. Sullivan,1995
30250000.0,Metro-Goldwyn-Mayer (MGM),United States,Barry Sonnenfeld,Comedy,115101622.0,Get Shorty,R,1995-10-20,105.0,6.9,Gene Hackman,78000.0,Elmore Leonard,1995
30000000.0,Universal Pictures,Australia,Chris Noonan,Comedy,254134910.0,Babe,G,1995-08-04,91.0,6.8,James Cromwell,119000.0,Dick King-Smith,1995
11000000.0,Havoc,United Kingdom,Tim Robbins,Crime,39363635.0,Dead Man Walking,R,1996-02-02,122.0,7.5,Susan Sarandon,90000.0,Helen Prejean,1995
12000000.0,Paramount Pictures,United States,Betty Thomas,Comedy,46576136.0,The Brady Bunch Movie,PG-13,1995-02-17,90.0,6.1,Shelley Long,21000.0,Sherwood Schwartz,1995
26000000.0,TriStar Pictures,Canada,Robert Longo,Action,19075720.0,Johnny Mnemonic,R,1995-05-26,96.0,5.7,Keanu Reeves,68000.0,William Gibson,1995
24000000.0,Warner Bros.,United States,Clint Eastwood,Drama,182016617.0,The Bridges of Madison County,PG-13,1995-06-02,135.0,7.6,Clint Eastwood,76000.0,Richard LaGravenese,1995
42000000.0,Lightstorm Entertainment,United States,Kathryn Bigelow,Action,7959291.0,Strange Days,R,1995-10-13,145.0,7.2,Ralph Fiennes,68000.0,James Cameron,1995
98000000.0,Beckner/Gorman Productions,France,Renny Harlin,Action,10017322.0,Cutthroat Island,PG-13,1995-12-22,124.0,5.7,Geena Davis,27000.0,Michael Frost Beckner,1995
90000000.0,Hollywood Pictures,United States,Danny Cannon,Action,113493481.0,Judge Dredd,R,1995-06-30,96.0,5.6,Sylvester Stallone,112000.0,John Wagner,1995
18000000.0,Constellation,France,Marc Caro,Fantasy,1781465.0,The City of Lost Children,R,1995-12-15,112.0,7.5,Ron Perlman,66000.0,Gilles Adrien,1995
20000000.0,New Regency Productions,United States,Jon Amiel,Drama,32051917.0,Copycat,R,1995-10-27,123.0,6.6,Sigourney Weaver,56000.0,Ann Biderman,1995
9500000.0,Caravan Pictures,United States,Victor Salva,Drama,30862156.0,Powder,PG-13,1995-10-27,111.0,6.6,Mary Steenburgen,29000.0,Victor Salva,1995
17000000.0,Warner Bros.,United States,Alfonso Cuarón,Drama,10015449.0,A Little Princess,G,1995-05-19,97.0,7.7,Liesel Matthews,33000.0,Frances Hodgson Burnett,1995
62000000.0,Universal Pictures,United States,Rob Reiner,Comedy,107879496.0,The American President,PG-13,1995-11-17,114.0,6.8,Michael Douglas,54000.0,Aaron Sorkin,1995
60000000.0,Warner Bros.,United States,Geoff Murphy,Action,104324083.0,Under Siege 2: Dark Territory,R,1995-07-14,100.0,5.5,Steven Seagal,45000.0,Richard Hatem,1995
23000000.0,Hollywood Pictures,United States,Stephen Herek,Drama,106269971.0,Mr. Holland's Opus,PG,1996-01-19,143.0,7.3,Richard Dreyfuss,36000.0,Patrick Sheane Duncan,1995
8000000.0,First Look International,United States,Gregory Widen,Action,16115878.0,The Prophecy,R,1995-06-01,98.0,6.5,Christopher Walken,30000.0,Gregory Widen,1995
9000000.0,Pandora Filmproduktion,United States,Jim Jarmusch,Adventure,1037847.0,Dead Man,R,1996-05-10,121.0,7.6,Johnny Depp,92000.0,Jim Jarmusch,1995
30000000.0,Morgan Creek Entertainment,United States,Steve Oedekerk,Adventure,212385533.0,Ace Ventura: When Nature Calls,PG-13,1995-11-10,90.0,6.4,Jim Carrey,206000.0,Jack Bernstein,1995
55000000.0,Columbia Pictures,United States,Jerry Zucker,Action,127600435.0,First Knight,PG-13,1995-07-07,134.0,6.0,Sean Connery,70000.0,Lorne Cameron,1995
50000000.0,Paramount Pictures,United States,William Friedkin,Crime,9851610.0,Jade,R,1995-10-13,95.0,5.3,David Caruso,12000.0,Joe Eszterhas,1995
12000000.0,Caravan Pictures,United States,Holly Goldberg Sloan,Comedy,17736619.0,The Big Green,PG,1995-06-29,100.0,5.6,Steve Guttenberg,9500.0,Holly Goldberg Sloan,1995
30000000.0,Paramount Pictures,United States,Brett Leonard,Action,24047675.0,Virtuosity,R,1995-08-04,106.0,5.6,Denzel Washington,29000.0,Eric Bernt,1995
5000000.0,Halloween VI Productions,United States,Joe Chappelle,Horror,15116634.0,Halloween: The Curse of Michael Myers,R,1995-06-29,87.0,4.8,Donald Pleasence,32000.0,Debra Hill,1995
30000000.0,Sandollar Productions,United States,Charles Shyer,Comedy,76594107.0,Father of the Bride Part II,PG,1995-12-08,106.0,6.1,Steve Martin,36000.0,Albert Hackett,1995
50000000.0,Warner Bros.,France,Richard Donner,Action,30303072.0,Assassins,R,1995-10-06,132.0,6.3,Sylvester Stallone,79000.0,Lilly Wachowski,1995
20000000.0,Twentieth Century Fox,United States,Alfonso Arau,Drama,50008143.0,A Walk in the Clouds,PG-13,1995-08-11,102.0,6.7,Keanu Reeves,32000.0,Robert Mark Kamen,1995
28000000.0,United Artists,United Kingdom,Michael Caton-Jones,Adventure,31596911.0,Rob Roy,R,1995-04-14,139.0,6.9,Liam Neeson,41000.0,Alan Sharp,1995
10000000.0,Caravan Pictures,United States,Albert Hughes,Action,24147179.0,Dead Presidents,R,1995-10-06,119.0,6.9,Larenz Tate,21000.0,Allen Hughes,1995
6500000.0,Beacon Communications,United States,Melanie Mayron,Comedy,9685976.0,The Baby-Sitters Club,PG,1995-08-18,94.0,5.8,Schuyler Fisk,5500.0,Ann M. Martin,1995
16000000.0,Twentieth Century Fox,United States,Forest Whitaker,Comedy,81452156.0,Waiting to Exhale,R,1995-12-22,124.0,6.0,Whitney Houston,10000.0,Terry McMillan,1995
800000.0,Suburban Pictures,United States,Todd Solondz,Comedy,4569019.0,Welcome to the Dollhouse,R,1996-05-24,88.0,7.4,Heather Matarazzo,33000.0,Todd Solondz,1995
45000000.0,Columbia Pictures,United States,Frank Oz,Drama,35656131.0,The Indian in the Cupboard,PG,1995-07-14,96.0,6.0,Hal Scardino,27000.0,Lynne Reid Banks,1995
7500000.0,Golden Harvest Company,Hong Kong,Stanley Tong,Action,32392047.0,Rumble in the Bronx,R,1996-02-23,87.0,6.8,Jackie Chan,40000.0,Edward Tang,1995
27000000.0,TriStar Pictures,United States,Carl Franklin,Crime,16140822.0,Devil in a Blue Dress,R,1995-06-29,102.0,6.7,Denzel Washington,18000.0,Walter Mosley,1995
10000000.0,Universal Pictures,United States,Jocelyn Moorhouse,Comedy,41200020.0,How to Make an American Quilt,PG-13,1995-10-06,117.0,6.3,Winona Ryder,11000.0,Whitney Otto,1995
13000000.0,Universal Pictures,United States,Ernest R. Dickerson,Action,21089146.0,Tales from the Crypt: Demon Knight,R,1995-01-13,92.0,6.7,Billy Zane,22000.0,Ethan Reiff,1995
22000000.0,Columbia Pictures,United States,Irwin Winkler,Action,110627965.0,The Net,PG-13,1995-07-28,114.0,5.9,Sandra Bullock,62000.0,John Brancato,1995
500000.0,JDI Productions,United States,Tom DiCillo,Comedy,1111790.0,Living in Oblivion,R,1995-07-21,90.0,7.5,Steve Buscemi,17000.0,Tom DiCillo,1995
30000000.0,Gaumont,France,Mel Brooks,Comedy,10772144.0,Dracula: Dead and Loving It,PG-13,1995-12-22,88.0,5.9,Leslie Nielsen,40000.0,Mel Brooks,1995
22000000.0,Universal Pictures,United States,John Carpenter,Horror,9418365.0,Village of the Damned,R,1995-04-28,98.0,5.7,Christopher Reeve,30000.0,John Wyndham,1995
30000000.0,The Zanuck Company,United States,Walter Hill,Action,2193982.0,Wild Bill,R,1995-12-01,98.0,5.9,Jeff Bridges,6600.0,Peter Dexter,1995
25000000.0,Lancaster Gate,United States,Howard Deutch,Comedy,71518503.0,Grumpier Old Men,PG-13,1995-12-22,101.0,6.7,Walter Matthau,25000.0,Mark Steven Johnson,1995
21000000.0,Alcor Films,United States,Herbert Ross,Comedy,23440188.0,Boys on the Side,R,1995-02-03,115.0,6.5,Whoopi Goldberg,12000.0,Don Roos,1995
6000000.0,40 Acres & A Mule Filmworks,United States,Rusty Cundieff,Crime,11837928.0,Tales from the Hood,R,1995-05-24,98.0,6.4,Clarence Williams III,7400.0,Rusty Cundieff,1995
68000000.0,Columbia Pictures,United States,Joseph Ruben,Action,35431113.0,Money Train,R,1995-11-22,110.0,5.7,Wesley Snipes,39000.0,Doug Richardson,1995
6000000.0,PolyGram Filmed Entertainment,United States,Bill Condon,Horror,13940383.0,Candyman: Farewell to the Flesh,R,1995-03-17,95.0,5.3,Tony Todd,11000.0,Clive Barker,1995
9000000.0,Miramax,United States,Sean Penn,Drama,868979.0,The Crossing Guard,R,1995-11-16,111.0,6.3,Jack Nicholson,13000.0,Sean Penn,1995
44000000.0,Cinergi Pictures Entertainment,United States,Oliver Stone,Biography,13681765.0,Nixon,R,1996-01-05,192.0,7.1,Anthony Hopkins,29000.0,Stephen J. Rivele,1995
15000000.0,TriStar Pictures,United States,Brett Leonard,Fantasy,12201255.0,Hideaway,R,1995-03-03,106.0,5.3,Jeff Goldblum,6400.0,Dean R. Koontz,1995
14000000.0,CiBy 2000,Federal Republic of Yugoslavia,Emir Kusturica,Comedy,171082.0,Underground,Not Rated,1997-06-20,167.0,8.1,Predrag 'Miki' Manojlovic,56000.0,Dusan Kovacevic,1995
15000000.0,Sweetland Films,United States,Woody Allen,Comedy,6468498.0,Mighty Aphrodite,R,1995-11-10,95.0,7.0,Woody Allen,39000.0,Woody Allen,1995
8000000.0,FIT Productions,United Kingdom,Agnieszka Holland,Biography,340139.0,Total Eclipse,R,1995-11-03,111.0,6.5,Leonardo DiCaprio,14000.0,Christopher Hampton,1995
50000000.0,Warner Bros.,United States,Andrew Sipes,Action,11534477.0,Fair Game,R,1995-11-03,91.0,4.3,William Baldwin,12000.0,Paula Gosling,1995
12000000.0,Seraphim Films,United States,Clive Barker,Horror,13294422.0,Lord of Illusions,R,1995-08-25,109.0,6.1,Scott Bakula,15000.0,Clive Barker,1995
46000000.0,Allied Stars Ltd.,United States,Roland Joffé,Drama,10382407.0,The Scarlet Letter,R,1995-10-13,135.0,5.3,Demi Moore,15000.0,Nathaniel Hawthorne,1995
33000000.0,Paramount Pictures,United States,John Badham,Action,8175346.0,Nick of Time,R,1995-11-22,90.0,6.3,Johnny Depp,40000.0,Patrick Sheane Duncan,1995
7000000.0,Miramax,United States,Gary Fleder,Crime,529766.0,Things to Do in Denver When You're Dead,R,1995-12-01,115.0,6.8,Andy Garcia,27000.0,Scott Rosenberg,1995
1000000.0,American Playhouse Theatrical Films,United Kingdom,Todd Haynes,Drama,512245.0,Safe,R,1995-06-30,119.0,7.2,Julianne Moore,14000.0,Todd Haynes,1995
35000000.0,Universal Pictures,United States,Peter Hyams,Action,64350171.0,Sudden Death,R,1995-12-22,111.0,5.8,Jean-Claude Van Damme,33000.0,Karen Elise Baldwin,1995
11000000.0,Dog Eat Dog Films,United States,Michael Moore,Comedy,163971.0,Canadian Bacon,PG,1995-06-22,91.0,5.9,John Candy,16000.0,Michael Moore,1995
20000000.0,Triumph Films,Canada,Christian Duguay,Horror,5711695.0,Screamers,R,1996-01-26,108.0,6.4,Peter Weller,26000.0,Philip K. Dick,1995
20000000.0,Eddie Murphy Productions,United States,Wes Craven,Comedy,19751736.0,Vampire in Brooklyn,R,1995-10-27,100.0,4.6,Eddie Murphy,22000.0,Eddie Murphy,1995
15000000.0,Tapestry Films,United States,Michael Gottlieb,Adventure,13406717.0,A Kid in King Arthur's Court,PG,1995-08-11,89.0,4.7,Thomas Ian Nicholas,5800.0,Michael Part,1995
11000000.0,Castle Rock Entertainment,United States,Oliver Parker,Drama,2844379.0,Othello,R,1996-01-19,123.0,6.9,Laurence Fishburne,9200.0,Oliver Parker,1995
25000000.0,Universal Pictures,United States,Spike Lee,Crime,13071518.0,Clockers,R,1995-06-13,128.0,6.9,Harvey Keitel,21000.0,Richard Price,1995
7000000.0,Miramax,Germany,Wayne Wang,Comedy,8367636.0,Smoke,R,1995-06-09,112.0,7.4,Harvey Keitel,34000.0,Paul Auster,1995
32000000.0,Caravan Pictures,United States,Jeremiah S. Chechik,Adventure,11047627.0,Tall Tale,PG,1995-03-24,96.0,5.9,Patrick Swayze,3500.0,Steve Bloom,1995
40000000.0,Twentieth Century Fox,United States,Barbet Schroeder,Crime,14942422.0,Kiss of Death,R,1995-04-21,101.0,5.9,David Caruso,17000.0,Eleazar Lipsky,1995
20000000.0,Paramount Pictures,United States,Jodie Foster,Comedy,17519169.0,Home for the Holidays,PG-13,1995-11-03,103.0,6.6,Holly Hunter,12000.0,Chris Radant,1995
4997987.0,Playhouse International Pictures,United Kingdom,Philip Haas,Drama,3414301.0,Angels and Insects,R,1996-01-26,116.0,6.8,Mark Rylance,4400.0,A.S. Byatt,1995
20000000.0,Universal Pictures,United States,J.F. Lawton,Action,6609661.0,The Hunted,R,1995-02-24,110.0,6.0,Christopher Lambert,4900.0,J.F. Lawton,1995
19000000.0,Avenue Pictures,United States,Michael Hoffman,Biography,4005941.0,Restoration,R,1996-02-02,117.0,6.6,Robert Downey Jr.,9000.0,Rose Tremain,1995
5500000.0,American Playhouse,United States,Gregory Nava,Drama,11079373.0,My Family,R,1995-05-03,128.0,7.3,Jimmy Smits,3800.0,Gregory Nava,1995
238000.0,Brothers McMullen Productions,United States,Edward Burns,Comedy,10426506.0,The Brothers McMullen,R,1995-08-11,98.0,6.6,Jack Mulcahy,7500.0,Edward Burns,1995
40997769.0,Miramax,United Kingdom,Christopher Monger,Comedy,10904930.0,The Englishman Who Went Up a Hill But Came Down a Mountain,PG,1995-05-12,99.0,6.6,Hugh Grant,17000.0,Ifor David Monger,1995
2000000.0,Miramax,United States,Paul Auster,Comedy,1268636.0,Blue in the Face,R,1995-10-13,83.0,6.7,Harvey Keitel,9200.0,Paul Auster,1995
150000.0,Party Productions,United States,Daisy von Scherler Mayer,Comedy,472370.0,Party Girl,R,1995-06-09,94.0,6.5,Parker Posey,4700.0,Harry Birckmayer,1995
17000000.0,Paramount Pictures,United States,Stephen Gyllenhaal,Drama,7603766.0,Losing Isaiah,R,1995-03-17,111.0,6.4,Jessica Lange,5600.0,Seth Margolis,1995
6500000.0,Populist Pictures,United States,Steven Soderbergh,Crime,536023.0,The Underneath,R,1995-04-28,99.0,6.1,Peter Gallagher,3400.0,Don Tracy,1995
28000000.0,Metro-Goldwyn-Mayer (MGM),Ireland,Don Bluth,Animation,3983912.0,The Pebble and the Penguin,G,1995-04-12,74.0,5.6,Martin Short,4700.0,Rachel Koretsky,1995
15000000.0,Metro-Goldwyn-Mayer (MGM),United States,Carlo Carlei,Drama,3987768.0,Fluke,PG,1995-06-02,96.0,6.7,Matthew Modine,6600.0,James Herbert,1995
10500000.0,Hollywood Pictures,United States,Randall Miller,Comedy,26325256.0,Houseguest,PG,1995-01-06,113.0,6.0,Sinbad,6600.0,Michael J. Di Gaetano,1995
15000000.0,Touchstone Pictures,United States,Damian Harris,Crime,3674841.0,Bad Company,R,1995-01-20,108.0,5.4,Ellen Barkin,2800.0,Ross Thomas,1995
150000.0,Farabi Cinema Foundation,Iran,Jafar Panahi,Drama,924940.0,The White Balloon,Unrated,-1995-,85.0,7.7,Aida Mohammadkhani,6900.0,Abbas Kiarostami,1995
7000000.0,A Band Apart,France,Desmond Nakano,Drama,3734870.0,White Man's Burden,R,1995-12-01,89.0,5.3,John Travolta,4700.0,Desmond Nakano,1995
6400000.0,TriStar Pictures,United States,Peter Hall,Crime,6858261.0,Never Talk to Strangers,R,1995-10-20,86.0,5.2,Rebecca De Mornay,6400.0,Lewis A. Green,1995
6000000.0,Live Entertainment,United States,Aaron Norris,Action,5093707.0,Top Dog,PG-13,1995-04-28,86.0,4.2,Chuck Norris,3200.0,Aaron Norris,1995
250000.0,Fine Line Features,United States,Maria Maggenti,Comedy,2210408.0,The Incredibly True Adventure of Two Girls in Love,R,1995-06-16,94.0,6.5,Laurel Holloman,4400.0,Maria Maggenti,1995
4000000.0,BBC Films,United Kingdom,Mike Newell,Comedy,259724.0,An Awfully Big Adventure,R,1995-07-21,112.0,5.9,Hugh Grant,2700.0,Beryl Bainbridge,1995
8000000.0,The Rank Organisation,United Kingdom,David Price,Comedy,2763020.0,Dr. Jekyll and Ms. Hyde,PG-13,1995-08-25,90.0,4.5,Sean Young,2700.0,David Price,1995
14000000.0,Touchstone Pictures,United States,James Ivory,Biography,2473668.0,Jefferson in Paris,PG-13,1995-03-31,139.0,5.7,Nick Nolte,2800.0,Ruth Prawer Jhabvala,1995
10000000.0,Rysher Entertainment,United States,Martha Coolidge,Drama,7027517.0,Three Wishes,PG,1995-10-27,115.0,6.1,Patrick Swayze,2900.0,Clifford Green,1995
5000000.0,40 Acres & A Mule Filmworks,United States,Nick Gomez,Crime,3565508.0,New Jersey Drive,R,1995-04-19,98.0,6.7,Shar-Ron Corley,2900.0,Nick Gomez,1995
23000000.0,Castle Rock Entertainment,United Kingdom,John Boorman,Action,5750110.0,Beyond Rangoon,R,1995-08-25,100.0,6.6,Patricia Arquette,4900.0,Alex Lasker,1995
15000000.0,Savoy Pictures,United States,Preston A. Whitmore II,Action,6014341.0,The Walking Dead,R,1995-02-24,88.0,4.9,Allen Payne,759.0,Preston A. Whitmore II,1995
80000000.0,Warner Bros. Family Entertainment,United States,Joe Pytka,Animation,230418342.0,Space Jam,PG,1996-11-15,88.0,6.5,Michael Jordan,175000.0,Leo Benvenuti,1996
75000000.0,Twentieth Century Fox,United States,Roland Emmerich,Action,817400891.0,Independence Day,PG-13,1996-07-03,145.0,7.0,Will Smith,543000.0,Dean Devlin,1996
14500000.0,Bazmark Films,United States,Baz Luhrmann,Drama,147554998.0,Romeo + Juliet,PG-13,1996-11-01,120.0,6.7,Leonardo DiCaprio,216000.0,William Shakespeare,1996
14000000.0,Dimension Films,United States,Wes Craven,Horror,173046663.0,Scream,R,1996-12-20,111.0,7.3,Neve Campbell,295000.0,Kevin Williamson,1996
44000000.0,Astoria Films,United States,Barry Levinson,Crime,165615285.0,Sleepers,R,1996-10-18,147.0,7.6,Robert De Niro,202000.0,Lorenzo Carcaterra,1996
19000000.0,Dimension Films,United States,Robert Rodriguez,Action,25837111.0,From Dusk Till Dawn,R,1996-01-19,108.0,7.2,Harvey Keitel,294000.0,Robert Kurtzman,1996
7000000.0,PolyGram Filmed Entertainment,United States,Joel Coen,Crime,60611975.0,Fargo,R,1996-04-05,98.0,8.1,William H. Macy,634000.0,Ethan Coen,1996
80000000.0,Paramount Pictures,United States,Brian De Palma,Action,457696391.0,Mission: Impossible,PG-13,1996-05-22,110.0,7.1,Tom Cruise,398000.0,Bruce Geller,1996
36000000.0,TriStar Pictures,United States,Danny DeVito,Comedy,33459416.0,Matilda,PG,1996-08-02,102.0,6.9,Danny DeVito,135000.0,Roald Dahl,1996
92000000.0,Warner Bros.,United States,Jan de Bont,Action,494471524.0,Twister,PG-13,1996-05-10,113.0,6.4,Helen Hunt,183000.0,Michael Crichton,1996
12000000.0,Universal Pictures,United States,Dennis Dugan,Comedy,41205099.0,Happy Gilmore,PG-13,1996-02-16,92.0,7.0,Adam Sandler,205000.0,Tim Herlihy,1996
75000000.0,Walt Disney Pictures,United States,Stephen Herek,Adventure,320689294.0,101 Dalmatians,G,1996-11-27,103.0,5.7,Glenn Close,105000.0,Dodie Smith,1996
9000000.0,Alliance Communications Corporation,Canada,David Cronenberg,Drama,2671291.0,Crash,NC-17,1997-03-21,100.0,6.4,James Spader,54000.0,J.G. Ballard,1996
50000000.0,TriStar Pictures,United States,Cameron Crowe,Comedy,273552592.0,Jerry Maguire,R,1996-12-13,139.0,7.3,Tom Cruise,249000.0,Cameron Crowe,1996
75000000.0,Hollywood Pictures,United States,Michael Bay,Action,335062621.0,The Rock,R,1996-06-07,136.0,7.4,Sean Connery,319000.0,David Weisberg,1996
40000000.0,New Regency Productions,United States,Joel Schumacher,Crime,152266007.0,A Time to Kill,R,1996-07-24,149.0,7.5,Matthew McConaughey,138000.0,John Grisham,1996
15000000.0,Columbia Pictures,United States,Andrew Fleming,Drama,24819936.0,The Craft,R,1996-05-03,101.0,6.4,Robin Tunney,82000.0,Peter Filardi,1996
30000000.0,Paramount Pictures,United States,Gregory Hoblit,Crime,102616183.0,Primal Fear,R,1996-04-03,129.0,7.7,Richard Gere,196000.0,William Diehl,1996
70000000.0,Tim Burton Productions,United States,Tim Burton,Comedy,101371017.0,Mars Attacks!,PG-13,1996-12-13,106.0,6.3,Jack Nicholson,214000.0,Len Brown,1996
27000000.0,Miramax,United States,Anthony Minghella,Drama,231976425.0,The English Patient,R,1996-12-06,162.0,7.4,Ralph Fiennes,182000.0,Michael Ondaatje,1996
65000000.0,New Line Cinema,United States,Renny Harlin,Action,89456761.0,The Long Kiss Goodnight,R,1996-10-11,121.0,6.8,Geena Davis,76000.0,Shane Black,1996
7000000.0,Columbia Pictures,United States,Wes Anderson,Comedy,560069.0,Bottle Rocket,R,1996-02-21,91.0,7.0,Luke Wilson,72000.0,Owen Wilson,1996
10000000.0,Fiction,Italy,Bernardo Bertolucci,Drama,4762310.0,Stealing Beauty,R,1996-06-14,118.0,6.6,Jeremy Irons,27000.0,Bernardo Bertolucci,1996
4500000.0,Dino De Laurentiis Company,United States,Lana Wachowski,Crime,3802260.0,Bound,R,1996-10-04,109.0,7.3,Jennifer Tilly,52000.0,Lilly Wachowski,1996
1000000.0,Miramax,United States,Billy Bob Thornton,Drama,24444121.0,Sling Blade,R,1997-03-14,135.0,8.0,Billy Bob Thornton,89000.0,Billy Bob Thornton,1996
42000000.0,TriStar Pictures,United States,Barbra Streisand,Comedy,41083864.0,The Mirror Has Two Faces,PG-13,1996-11-15,126.0,6.6,Barbra Streisand,18000.0,André Cayatte,1996
31000000.0,United Artists,United States,Mike Nichols,Comedy,185260553.0,The Birdcage,R,1996-03-08,117.0,7.1,Robin Williams,83000.0,Jean Poiret,1996
26000000.0,Clavius Base,United States,Tom Hanks,Comedy,34585416.0,That Thing You Do!,PG,1996-10-04,108.0,6.9,Tom Hanks,64000.0,Tom Hanks,1996
40000000.0,New Line Cinema,United States,John Frankenheimer,Horror,49627779.0,The Island of Dr. Moreau,PG-13,1996-08-23,96.0,4.5,David Thewlis,32000.0,H.G. Wells,1996
27000000.0,Rysher Entertainment,United States,Bobby Farrelly,Comedy,25023434.0,Kingpin,PG-13,1996-07-26,114.0,6.9,Woody Harrelson,79000.0,Barry Fanaro,1996
100000000.0,Walt Disney Animation Studios,United States,Gary Trousdale,Animation,325338851.0,The Hunchback of Notre Dame,G,1996-06-21,91.0,7.0,Demi Moore,146000.0,Tab Murphy,1996
30000000.0,Universal Pictures,New Zealand,Peter Jackson,Comedy,29359216.0,The Frighteners,R,1996-07-19,110.0,7.1,Michael J. Fox,84000.0,Fran Walsh,1996
100000000.0,Kopelson Entertainment,United States,Chuck Russell,Action,242295562.0,Eraser,R,1996-06-21,115.0,6.1,Arnold Schwarzenegger,106000.0,Tony Puryear,1996
40000000.0,Castle Rock Entertainment,United States,Andrew Bergman,Comedy,113309743.0,Striptease,R,1996-06-28,115.0,4.5,Demi Moore,44000.0,Carl Hiaasen,1996
45000000.0,Digital Image Associates,United States,Jonathan Frakes,Action,146027888.0,Star Trek: First Contact,PG-13,1996-11-22,111.0,7.6,Patrick Stewart,120000.0,Gene Roddenberry,1996
200000.0,Doug Liman Productions,United States,Doug Liman,Comedy,4555020.0,Swingers,R,1997-04-11,96.0,7.2,Vince Vaughn,77000.0,Jon Favreau,1996
50000000.0,Paramount Pictures,United States,John Carpenter,Action,25477365.0,Escape from L.A.,R,1996-08-09,101.0,5.7,Kurt Russell,71000.0,John Carpenter,1996
47000000.0,Columbia Pictures,United States,Ben Stiller,Comedy,102825796.0,The Cable Guy,PG-13,1996-06-14,96.0,6.1,Jim Carrey,157000.0,Lou Holtz Jr.,1996
3800000.0,Island Pictures,United States,Paris Barclay,Comedy,20949601.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,1996-01-12,89.0,6.6,Shawn Wayans,50000.0,Shawn Wayans,1996
8500000.0,Paramount Pictures,United States,Tom Holland,Fantasy,15315484.0,Thinner,R,1996-10-25,93.0,5.8,Robert John Burke,29000.0,Stephen King,1996
3000000.0,Green Parrot,United States,Paul Thomas Anderson,Crime,222559.0,Hard Eight,R,1997-02-28,101.0,7.2,Philip Baker Hall,45000.0,Paul Thomas Anderson,1996
54000000.0,Imagine Entertainment,United States,Tom Shadyac,Comedy,273961019.0,The Nutty Professor,PG-13,1996-06-28,95.0,5.6,Eddie Murphy,112000.0,Jerry Lewis,1996
